Designator,Mid X,Mid Y,Rotation,Layer
D1,144.145,-59.055,0.0,top
D2,166.248,-82.931,0.0,top
D3,169.804,-52.451,0.0,top
D4,142.372,-73.279,0.0,top
J1,174.5075,-61.981,0.0,bottom
R1,162.052,-50.8,0.0,bottom
R2,162.052,-53.34,0.0,bottom
SW1,143.744,-65.532,270.0,bottom
